X,Y,L
-174178.87226155552,745047.7451885735,n6386
-174176.90730418894,745047.3724385937,n6387
-174174.94234682232,745046.9996886138,n6388
-174174.51147750358,745046.9179532374,n6389
-174172.53820822138,745046.592057027,n6390
-174170.56493893918,745046.2661608167,n6391
-174168.59166965698,745045.9402646064,n6392
-174166.61840037478,745045.614368396,n6393
-174164.64513109258,745045.2884721856,n6394
-174162.67186181038,745044.9625759752,n6395
-174160.69859252818,745044.6366797648,n6396
-174160.51280304775,745044.6059956164,n6397
-174158.6653919195,745043.8397892974,n6398
-174156.81798079124,745043.0735829785,n6399
-174154.970569663,745042.3073766595,n6400
-174153.12315853476,745041.5411703406,n6401
-174151.78168190445,745040.9847983153,n6402
-174151.13399864806,745039.092575707,n6403
-174150.48631539164,745037.2003530987,n6404
-174149.83863213524,745035.3081304905,n6405
-174149.54470371408,745034.4494113585,n6406
-174149.32356555152,745032.4616744762,n6407
-174149.10242738898,745030.473937594,n6408
-174148.8812892264,745028.4862007117,n6409
-174148.66015106387,745026.4984638294,n6410
-174148.62858517756,745026.2147286491,n6411
-174148.96733361544,745024.2436250253,n6412
-174149.30608205334,745022.2725214015,n6413
-174149.64483049122,745020.3014177777,n6414
-174149.98357892912,745018.3303141538,n6415
-174150.25388970395,745016.7574344347,n6416
-174152.20500615536,745017.1969166221,n6417
-174152.22913397825,745017.2023513302,n6418
-174174.78996003547,745044.9374362647,n6419
-174175.06844256737,745042.9569192919,n6420
-174175.34692509923,745040.9764023192,n6421
-174175.62540763113,745038.9958853463,n6422
-174175.82084605886,745037.6059628954,n6423
-174228.2618706137,745047.448681915,n6424
-174229.00048451158,745045.590066971,n6425
-174229.44129644567,745044.4808275558,n6426
-174230.17991026095,745042.622212579,n6427
-174230.6892284774,745041.340586856,n6428
-174180.27782997137,744872.111118898,n6429
-174178.80381643982,744873.4628896288,n6430
-174177.32980290824,744874.8146603598,n6431
-174175.85578937666,744876.1664310906,n6432
-174174.38177584508,744877.5182018214,n6433
-174172.90776231352,744878.8699725522,n6434
-174171.43374878194,744880.2217432831,n6435
-174169.95973525036,744881.5735140139,n6436
-174168.48572171878,744882.9252847447,n6437
-174167.01170818723,744884.2770554755,n6438
-174166.37992864486,744884.8564403153,n6439
-174166.3315775897,744886.8558557737,n6440
-174166.3019270987,744888.0819644881,n6441
-174202.47255564126,744911.8078960677,n6442
-174200.4727121799,744911.7828734746,n6443
-174198.47286871859,744911.7578508817,n6444
-174196.47302525726,744911.7328282886,n6445
-174194.4731817959,744911.7078056956,n6446
-174192.4733383346,744911.6827831025,n6447
-174190.47349487324,744911.6577605095,n6448
-174188.4736514119,744911.6327379165,n6449
-174186.4738079506,744911.6077153235,n6450
-174184.47396448924,744911.5826927305,n6451
-174182.47412102792,744911.5576701374,n6452
-174180.4742775666,744911.5326475444,n6453
-174178.47443410524,744911.5076249514,n6454
-174176.47459064392,744911.4826023583,n6455
-174174.47474718257,744911.4575797654,n6456
-174172.47490372125,744911.4325571723,n6457
-174170.47506025992,744911.4075345793,n6458
-174168.47521679857,744911.3825119862,n6459
-174168.24724623116,744911.3796595556,n6460
-174203.76413344877,744934.8353903241,n6461
-174203.74514795953,744936.8353002098,n6462
-174203.7261624703,744938.8352100956,n6463
-174203.70717698103,744940.8351199814,n6464
-174203.6881914918,744942.8350298671,n6465
-174203.66920600255,744944.8349397529,n6466
-174203.65022051331,744946.8348496387,n6467
-174203.63123502408,744948.8347595244,n6468
-174203.61224953484,744950.8346694103,n6469
-174203.59351222825,744952.8084360157,n6470
-174201.59353079996,744952.8170549775,n6471
-174199.59354937167,744952.8256739392,n6472
-174197.59356794338,744952.834292901,n6473
-174195.5935865151,744952.8429118628,n6474
-174193.59360508682,744952.8515308246,n6475
-174191.59362365853,744952.8601497862,n6476
-174189.59364223023,744952.868768748,n6477
-174187.59366080194,744952.8773877098,n6478
-174185.59367937365,744952.8860066716,n6479
-174183.59369794538,744952.8946256333,n6480
-174181.5937165171,744952.903244595,n6481
-174179.5937350888,744952.9118635568,n6482
-174177.5937536605,744952.9204825186,n6483
-174177.46240960073,744952.9210485485,n6484
-174175.9280517934,744954.2039149168,n6485
-174174.39369398606,744955.4867812853,n6486
-174172.85933617872,744956.7696476536,n6487
-174171.32497837138,744958.052514022,n6488
-174169.79062056405,744959.3353803903,n6489
-174168.2562627567,744960.6182467587,n6490
-174166.72190494937,744961.901113127,n6491
-174165.18754714204,744963.1839794954,n6492
-174164.83477670074,744963.4789285176,n6493
-174163.1450194458,744964.5488445981,n6494
-174161.45526219084,744965.6187606786,n6495
-174160.74012884963,744966.0715669377,n6496
-174150.63996747762,745014.795052221,n6497
-174151.02604525126,745012.8326700073,n6498
-174151.41212302493,745010.8702877936,n6499
-174151.79820079857,745008.9079055799,n6500
-174152.18427857224,745006.9455233662,n6501
-174152.49577503014,745005.3622281072,n6502
-174153.00456511026,745003.428027328,n6503
-174153.51335519037,745001.4938265487,n6504
-174154.0221452705,744999.5596257695,n6505
-174154.5309353506,744997.6254249902,n6506
-174155.03972543072,744995.691224211,n6507
-174155.15693827337,744995.2456314598,n6508
-174156.37334423413,744993.658068378,n6509
-174157.58975019486,744992.0705052962,n6510
-174158.80615615562,744990.4829422144,n6511
-174159.4971349444,744989.5811278113,n6512
-174160.3505820855,744988.8371186347,n6513
-174156.1941136337,744993.5355825506,n6514
-174157.23128899402,744991.8255336413,n6515
-174158.26846435436,744990.1154847321,n6516
-174159.30563971467,744988.4054358229,n6517
-174160.342815075,744986.6953869136,n6518
-174160.39871328737,744986.6032244108,n6519
-174160.3194264399,744984.6047966297,n6520
-174160.26730680093,744983.2911192954,n6521
-174160.3222029903,744981.2918728353,n6522
-174160.3770991797,744979.2926263751,n6523
-174160.43199536906,744977.293379915,n6524
-174160.48689155842,744975.2941334548,n6525
-174160.5417877478,744973.2948869946,n6526
-174160.59668393718,744971.2956405346,n6527
-174160.65158012655,744969.2963940745,n6528
-174160.7064763159,744967.2971476143,n6529
-174160.33166871977,744964.1137211005,n6530
-174159.92320858987,744962.1558752633,n6531
-174159.51474846,744960.198029426,n6532
-174159.10628833013,744958.2401835888,n6533
-174158.69782820024,744956.2823377517,n6534
-174158.28936807037,744954.3244919145,n6535
-174157.88090794047,744952.3666460773,n6536
-174157.86613834693,744952.2958519283,n6537
-174156.99471156453,744950.4956810023,n6538
-174156.12328478217,744948.6955100762,n6539
-174155.34334218214,744947.0843248098,n6540
-174155.3262956072,744945.0843974575,n6541
-174155.30924903223,744943.0844701054,n6542
-174155.2922024573,744941.0845427531,n6543
-174155.27515588232,744939.0846154009,n6544
-174155.27317432518,744938.8521364216,n6545
-174155.79383276013,744936.9210965997,n6546
-174156.3144911951,744934.9900567776,n6547
-174156.31834535836,744934.9757622954,n6548
-174156.32413413897,744932.9757706729,n6549
-174156.3261505794,744932.2791016795,n6550
-174158.3247291247,744932.3544926493,n6551
-174158.59654228715,744932.3647460657,n6552
-174230.49366359785,745042.780085548,n6553
-174231.54603075006,745041.0793435402,n6554
-174232.59839790224,745039.3786015324,n6555
-174233.65076505445,745037.6778595247,n6556
-174234.70313220663,745035.9771175169,n6557
-174235.75549935884,745034.2763755091,n6558
-174236.80786651102,745032.5756335014,n6559
-174237.86023366323,745030.8748914936,n6560
-174238.9126008154,745029.1741494859,n6561
-174239.96496796762,745027.4734074781,n6562
-174241.0173351198,745025.7726654704,n6563
-174242.06970227198,745024.0719234626,n6564
-174243.1220694242,745022.3711814547,n6565
-174244.17443657637,745020.670439447,n6566
-174245.22680372858,745018.9696974392,n6567
-174246.27917088076,745017.2689554315,n6568
-174247.33153803297,745015.5682134237,n6569
-174248.38390518515,745013.8674714159,n6570
-174248.8156476918,745013.1697276522,n6571
-174205.1525106002,744764.1935268301,n6572
-174205.28791889822,744766.1889377133,n6573
-174205.40271439363,744767.88059313,n6574
-174476.23793356316,744920.734560641,n6575
-174474.29356108097,744920.266142398,n6576
-174472.34918859875,744919.7977241549,n6577
-174470.40481611653,744919.3293059119,n6578
-174468.46044363434,744918.8608876688,n6579
-174466.51607115212,744918.3924694258,n6580
-174464.5716986699,744917.9240511827,n6581
-174462.6273261877,744917.4556329397,n6582
-174460.6829537055,744916.9872146966,n6583
-174458.73858122327,744916.5187964536,n6584
-174456.79420874108,744916.0503782105,n6585
-174454.84983625886,744915.5819599675,n6586
-174452.90546377664,744915.1135417244,n6587
-174450.96109129445,744914.6451234814,n6588
-174449.01671881223,744914.1767052383,n6589
-174447.07234633,744913.7082869952,n6590
-174445.12797384782,744913.2398687522,n6591
-174443.1836013656,744912.7714505091,n6592
-174441.23922888338,744912.3030322661,n6593
-174440.71349720273,744912.1763783906,n6594
-174440.24987021886,744914.1218988916,n6595
-174439.78624323502,744916.0674193926,n6596
-174439.32261625116,744918.0129398936,n6597
-174438.8589892673,744919.9584603946,n6598
-174438.39536228342,744921.9039808956,n6599
-174437.9317352996,744923.8495013966,n6600
-174437.46810831572,744925.7950218976,n6601
-174437.00448133185,744927.7405423986,n6602
-174436.540854348,744929.6860628997,n6603
-174436.07722736415,744931.6315834007,n6604
-174435.61360038028,744933.5771039017,n6605
-174435.14997339642,744935.5226244028,n6606
-174434.68634641255,744937.4681449038,n6607
-174434.2227194287,744939.4136654048,n6608
-174433.75909244485,744941.3591859058,n6609
-174433.58251148064,744942.1001735918,n6610
-174438.76203919828,744911.7384153135,n6611
-174436.81058119386,744911.3004522364,n6612
-174434.8591231894,744910.8624891592,n6613
-174432.907665185,744910.4245260821,n6614
-174430.95620718054,744909.986563005,n6615
-174429.00474917612,744909.5485999279,n6616
-174427.05329117167,744909.1106368508,n6617
-174425.10183316722,744908.6726737737,n6618
-174423.1503751628,744908.2347106965,n6619
-174422.77196904246,744908.1497855234,n6620
-174420.8047508736,744907.7891573547,n6621
-174418.8375327047,744907.428529186,n6622
-174416.87031453583,744907.0679010174,n6623
-174414.90309636694,744906.7072728487,n6624
-174413.3304121136,744906.418970183,n6625
-174412.84278291053,744908.3586139029,n6626
-174412.35515370747,744910.2982576229,n6627
-174411.86752450437,744912.2379013428,n6628
-174411.3798953013,744914.1775450627,n6629
-174411.28465175853,744914.5563955058,n6630
-174411.99559234027,744904.9295890455,n6631
-174410.66077256692,744903.440207908,n6632
-174409.3259527936,744901.9508267705,n6633
-174408.3368632924,744900.8472086823,n6634
-174407.002043769,744899.3578273208,n6635
-174405.66722424558,744897.8684459594,n6636
-174404.33240472217,744896.3790645979,n6637
-174402.99758519873,744894.8896832365,n6638
-174401.6627656753,744893.400301875,n6639
-174400.3279461519,744891.9109205134,n6640
-174398.99312662848,744890.421539152,n6641
-174397.65830710507,744888.9321577905,n6642
-174396.32348758166,744887.4427764291,n6643
-174394.98866805824,744885.9533950676,n6644
-174393.65384853483,744884.4640137061,n6645
-174392.31902901139,744882.9746323447,n6646
-174390.98420948797,744881.4852509832,n6647
-174389.64938996456,744879.9958696218,n6648
-174389.43857812902,744879.7606473964,n6649
-174408.56531484777,744898.86029905,n6650
-174408.79376640316,744896.8733894178,n6651
-174409.02221795853,744894.8864797854,n6652
-174409.09790108932,744894.2282415811,n6653
-174409.2807102341,744892.2366139009,n6654
-174409.4635193789,744890.2449862207,n6655
-174409.6463285237,744888.2533585405,n6656
-174409.8291376685,744886.2617308603,n6657
-174410.0119468133,744884.2701031801,n6658
-174410.1947559581,744882.2784754998,n6659
-174410.37756510288,744880.2868478197,n6660
-174410.5603742477,744878.2952201394,n6661
-174410.6313919112,744877.5215129782,n6662
-174410.73788048865,744875.5243499447,n6663
-174410.84436906606,744873.527186911,n6664
-174410.9508576435,744871.5300238774,n6665
-174411.05734622094,744869.5328608437,n6666
-174411.0888139371,744868.9426927621,n6667
-174411.1247859329,744866.9430162844,n6668
-174411.1607579287,744864.9433398067,n6669
-174411.1967299245,744862.943663329,n6670
-174411.23270192032,744860.9439868513,n6671
-174411.2686739161,744858.9443103735,n6672
-174411.30464591194,744856.9446338959,n6673
-174411.34061790773,744854.9449574181,n6674
-174411.37658990355,744852.9452809404,n6675
-174411.41256189934,744850.9456044628,n6676
-174411.44853389516,744848.945927985,n6677
-174411.48450589096,744846.9462515073,n6678
-174411.52047788678,744844.9465750295,n6679
-174411.55644988257,744842.9468985519,n6680
-174411.5924218784,744840.9472220741,n6681
-174411.62839387418,744838.9475455964,n6682
-174411.66436587,744836.9478691188,n6683
-174411.7003378658,744834.948192641,n6684
-174411.73630986162,744832.9485161633,n6685
-174411.7722818574,744830.9488396855,n6686
-174411.80825385323,744828.9491632079,n6687
-174411.84422584902,744826.9494867302,n6688
-174411.88019784485,744824.9498102524,n6689
-174411.91616984064,744822.9501337748,n6690
-174411.95214183646,744820.950457297,n6691
-174411.98607717606,744819.0639981539,n6692
-174411.07066034214,744894.5572110788,n6693
-174412.25209260237,744894.7542220302,n6694
-174418.58070543216,744841.8537148116,n6695
-174418.56417703198,744843.8536465134,n6696
-174418.5476486318,744845.8535782153,n6697
-174418.5311202316,744847.8535099172,n6698
-174418.51459183142,744849.853441619,n6699
-174418.49806343127,744851.8533733208,n6700
-174418.49044000867,744852.7758052768,n6701
-174488.83441501475,744886.4023784718,n6702
-174490.8064220683,744886.7358273896,n6703
-174492.77842912183,744887.0692763075,n6704
-174494.75043617535,744887.4027252253,n6705
-174496.72244322888,744887.7361741432,n6706
-174497.46114368548,744887.8610818444,n6707
-174399.88801687688,744841.8155457423,n6708
-174399.88251567757,744843.8155381765,n6709
-174399.87701447826,744845.8155306106,n6710
-174399.87151327895,744847.8155230449,n6711
-174399.86601207964,744849.8155154791,n6712
-174399.86051088033,744851.8155079132,n6713
-174399.85718866988,744853.0233164974,n6714
-174641.5784156175,744511.2926034429,n6715
-174642.03074025907,744513.2407827002,n6716
-174642.48306490068,744515.1889619575,n6717
-174642.93538954225,744517.1371412148,n6718
-174643.38771418383,744519.0853204721,n6719
-174643.8400388254,744521.0334997295,n6720
-174644.29236346702,744522.9816789868,n6721
-174644.7446881086,744524.929858244,n6722
-174645.19701275017,744526.8780375014,n6723
-174645.64933739175,744528.8262167587,n6724
-174646.10166203335,744530.774396016,n6725
